date,value
2023-04-30,0.007005514664510175
2023-05-31,0.0032738776345397594
2023-06-30,0.004856883092989718
2023-07-31,0.0083101582080457
2023-08-31,0.007288707619740709
2023-09-30,-0.0004948048982784817
2023-10-31,0.00477849746010948
2023-11-30,0.0017649261300933317
2023-12-31,0.0018966333770366749
2024-01-31,0.003302445166351216
2024-02-29,0.002573146980010811
2024-03-31,0.0061579552335374165
2024-04-30,0.0042612520027624605
2024-05-31,0.0025119462875198427
2024-06-30,0.0033934579560074563
2024-07-31,0.003091979500487527
2024-08-31,0.006266863844409186
2024-09-30,0.0016177256560235423
2024-10-31,0.0030355994713400234
2024-11-30,-0.0001577767613439667
2024-12-31,-0.004805975784282894
2025-01-31,0.003967351693941287
2025-02-28,0.004544151738021337
2025-03-31,0.00014846732143478526
2025-04-30,0.008389123488073889
2025-05-31,-0.0018001240773357877
2025-06-30,0.0023042376362032244
2025-07-31,0.0016669039147143658
2025-08-31,0.00637274799634205
2025-09-30,0.0061992287334068745
2025-10-31,0.0026029800853825903
2025-11-30,0.003213699844623495
2025-12-31,-0.0002499531165140621
2026-01-31,-0.0032404464225451912
2026-02-28,0.0012271489387647805
2026-03-31,0.0026068147286280466
2026-04-30,0.005545134947421137
2026-05-31,0.005468770503303992
2026-06-30,0.0011193098308427427
2026-07-31,0.0013519369203340023
2026-08-31,-0.0006898145730543448
2026-09-30,-0.0017061481657588261
2026-10-31,-0.0024893385147991645
2026-11-30,0.00751639165627721
2026-12-31,0.0007846258461980931
2027-01-31,0.0009804639723819551
2027-02-28,-0.001248624750755164
2027-03-31,0.0043062666407736195
2027-04-30,-0.0022366064341345017
2027-05-31,0.00159698114820925
2027-06-30,-0.00027096793468000743
2027-07-31,0.0032376125528707487
2027-08-31,0.0007814713422315889
2027-09-30,-0.0010511852467437713
2027-10-31,0.0021019346754787933
2027-11-30,0.0033509639219944207
2027-12-31,0.0023610337566978496
2028-01-31,0.0030066091969802185
2028-02-29,0.0004435271450933655
2028-03-31,0.0011865765324524172
2028-04-30,0.0003391800508927322
2028-05-31,0.0011952989592113842
2028-06-30,-4.573844780670711e-05
2028-07-31,-0.002544092765712462
2028-08-31,0.0026644821824113093
2028-09-30,0.0010797631505563671
2028-10-31,-0.002281204838748853
2028-11-30,0.0034452206788383407
2028-12-31,-0.00030333992112992376
